H number,Name,Description,Category,Gene,Pathogen,Env factor,Carcinogen,Marker,Drug,Comment,Other DBs,Reference,DB REF,Code_1,Code_2,Code_3,Code_4,Code_5,Code_6,Code_7,Code_8,Code_9,Code_10,Code_11,Code_12,Code_13,Code_14,Code_15,Code_16,Code_17,Code_18,Code_19,Code_20,Code_21,Code_22,Code_23,Code_24,Code_25,Code_26,Code_27,Code_28,Code_29,Code_30
H00383,"Arthropod-borne viral fevers, including:
Oropouche fever;
Sandfly fever;
Colorado tick fever","Arthropod-borne viral fevers are emerging zoonotic viral diseases that cause febrile illness with abrupt onset of fever, headache, myalgia, anorexia, and photophobia.",Infectious disease,,"  Oropouche virus [GN:T40062] (Oropouche fever)
Colorado tick fever virus [GN:T40063] (Colorado tick fever)
Sandfly fever Naples virus [GN:T40064] (Sandfly fever)
Apoi virus [GN:T40065]",,,,,,"ICD-10: A93
MeSH: D010217 D003121
MedlinePlus: 000675","PMID:9230800 (description)
  AUTHORS   Watts DM, Lavera V, Callahan J, Rossi C, Oberste MS, Roehrig JT, Cropp CB, Karabatsos N, Smith JF, Gubler DJ, Wooster MT, Nelson WM, Hayes CG
  TITLE     Venezuelan equine encephalitis and Oropouche virus infections among Peruvian army troops in the Amazon region of Peru.
  JOURNAL   Am J Trop Med Hyg 56:661-7 (1997)
DOI:10.4269/ajtmh.1997.56.661

PMID:7840443 (description)
  AUTHORS   Tesh RB
  TITLE     The emerging epidemiology of Venezuelan hemorrhagic fever and Oropouche fever in tropical South America.
  JOURNAL   Ann N Y Acad Sci 740:129-37 (1994)
DOI:10.1111/j.1749-6632.1994.tb19863.x

PMID:19485115 (description)
  AUTHORS   Brett-Major DM, Claborn DM
  TITLE     Sand fly fever: what have we learned in one hundred years?
  JOURNAL   Mil Med 174:426-31 (2009)

PMID:14501989 (description)
  AUTHORS   Dionisio D, Esperti F, Vivarelli A, Valassina M
  TITLE     Epidemiological, clinical and laboratory aspects of sandfly fever.
  JOURNAL   Curr Opin Infect Dis 16:383-8 (2003)
DOI:10.1097/01.qco.0000092808.64370.fa

PMID:11982311 (description)
  AUTHORS   Klasco R
  TITLE     Colorado tick fever.
  JOURNAL   Med Clin North Am 86:435-40, ix (2002)",MeSH,D010217,D003121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H00458,"Craniosynostosis, including:
Pfeiffer syndrome;
Apert syndrome;
Crouzon syndrome;
Jackson-Weiss syndrome;
Beare-Stevenson syndrome;
Muenke craniosynostosis;
Saethre-Chotzen syndrome;
Craniosynostosis Boston type;
Antley-Bixler syndrome;
Carpenter syndrome;
Craniofrontonasal dysplasia;
Noonan syndrome;
Baller-Gerold syndrome",Craniosynostosis (CRS) is the premature fusion of the cranial sutures and secondary distortion of skull shape. The genes most frequently mutated are FGFRs.,Skeletal dysplasia; Developmental disorder,"(Pfeiffer) FGFR1 [HSA:2260] [KO:K04362]
(Apert, Pfeiffer, Crouzon, Jackson-Weiss, Beare-Stevenson, Antley-Bixler) FGFR2 [HSA:2263] [KO:K05093]
(Muenke) FGFR3 [HSA:2261] [KO:K05094]
(Saethre-Chotzen, CRS1) TWIST1 [HSA:7291] [KO:K09069]
(Antley-Bixler) POR [HSA:5447] [KO:K00327]
(Carpenter) RAB23 [HSA:51715] [KO:K06234]
(Craniofrontonasal) EFNB1 [HSA:1947] [KO:K05463]
(Noonan) KRAS [HSA:3845] [KO:K07827]
(Baller-Gerold) RECQL4 [HSA:9401] [KO:K10730]
(CRS2) MSX2 [HSA:4488] [KO:K09341]
(CRS3) TCF12 [HSA:6938] [KO:K15603]
(CRS4) ERF [HSA:2077] [KO:K09434]
(CRS6) ZIC1 [HSA:7545] [KO:K09224]",,,,,,"See also H01753  Antley-Bixler syndrome, H01754  Crouzon syndrome, H01755  Apert syndrome, H01756  Pfeiffer syndrome, and  H00523  Noonan syndrome.","ICD-10: Q75 Q87
MeSH: D000168 D003398 D054882
OMIM: 101600 101200 123500 123150 123790 602849 612247 101400 604757 207410 201750 201000 304110 609942 218600 123100 123150 207410 615314 600775 616602","PMID:21248745
  AUTHORS   Johnson D, Wilkie AO
  TITLE     Craniosynostosis.
  JOURNAL   Eur J Hum Genet 19:369-76 (2011)
DOI:10.1038/ejhg.2010.235

PMID:15828709
  AUTHORS   Aleck K
  TITLE     Craniosynostosis syndromes in the genomic era.
  JOURNAL   Semin Pediatr Neurol 11:256-61 (2004)

PMID:23438589 (gene)
  AUTHORS   Fitzpatrick DR
  TITLE     Filling in the gaps in cranial suture biology.
  JOURNAL   Nat Genet 45:231-2 (2013)
DOI:10.1038/ng.2557

PMID:26340333 (gene)
  AUTHORS   Twigg SR, Forecki J, Goos JA, Richardson IC, Hoogeboom AJ, van den Ouweland AM, Swagemakers SM, Lequin MH, Van Antwerp D, McGowan SJ, Westbury I, Miller KA, Wall SA, van der Spek PJ, Mathijssen IM, Pauws E, Merzdorf CS, Wilkie AO
  TITLE     Gain-of-Function Mutations in ZIC1 Are Associated with Coronal Craniosynostosis and Learning Disability.
  JOURNAL   Am J Hum Genet 97:378-88 (2015)
DOI:10.1016/j.ajhg.2015.07.007",MeSH,D000168,D003398,D054882,,,,,,,,,,,,,,,,,,,,,,,,,,,
H01604,Polymyositis and dermatomyositis (PM/DM),"Polymyositis (PM) and dermatomyositis (DM) are the two major forms of inflammatory muscle diseases. PM and DM, along with sporadic inclusion-body myositis (sIBM), belong to the heterogeneous group of the idiopathic inflammatory myopathies (IIMs), which are characterized by weakness and chronic inflammation of skeletal muscle. PM and DM differ in their clinical features, histopathology, response to treatment, and prognosis. Although their clinical pictures differ, they both present with symmetrical, proximal muscle weakness. PM is a term that was used traditionally to denote all IIMs that were not DM or sIBM, but it is now a controversial entity with questionable specificity. Traditionally, PM is described as presenting with weakness of the proximal muscles that evolves over weeks to months and affects adults, but rarely children. DM typically includes subacute progressive proximal muscle weakness and a skin rash. The disease mechanisms of PM and DM that cause muscle damage and dysfunction are not fully understood. However, because of the association with other autoimmune diseases, the presence of autoantibodies, and response to immunosuppressive medication, they are believed to be autoimmune in origin. Recent studies have highlighted the importance of the innate immune system and non-immune mechanisms and described novel adaptive immune-based pathways in the pathogenesis of PM and DM. Treatment of inflammatory myopathies is generally empirical. Corticosteroids still remain the agents of choice for the initial treatment, but their use is limited by the high frequency of side effects. In addition, as a substantial number of patients do not respond to glucocorticoids alone, additional agents such as immunosuppressants, immunomodulators, and more recently, biologics are commonly used in clinical practice.",Musculoskeletal disease; Nervous system disease; Skin and connective tissue disease,,,,,,"Hydrocortisone [DR:D00088]
Betamethasone [DR:D00244]
Human normal immunoglobulin [DR:D08783]
Eculizumab [DR:D03940]","Autoantigen:
HARS [HSA:3035] [KO:K01892]
TARS [HSA:6897] [KO:K01868]
AARS [HSA:16] [KO:K01872]
GARS [HSA:2617] [KO:K01880]
IARS [HSA:3376] [KO:K01870]
NARS [HSA:4677] [KO:K01893]
FARSA [HSA:2193] [KO:K01889]
FARSB [HSA:10056] [KO:K01890]
IFIH1 [HSA:64135] [KO:K12647]
TRIM33 [HSA:51592] [KO:K08883]
MORC3 [HSA:23515]
SAE1 [HSA:10055] [KO:K10684]
SAE2 [HSA:10054] [KO:K10685]","ICD-10: M33
MeSH: D017285 D003882","PMID:26299472 (description)
  AUTHORS   Vermaak E, Tansley SL, McHugh NJ
  TITLE     The evidence for immunotherapy in dermatomyositis and polymyositis: a systematic review.
  JOURNAL   Clin Rheumatol 34:2089-95 (2015)
DOI:10.1007/s10067-015-3059-y

PMID:26175404 (description)
  AUTHORS   Lahouti AH, Christopher-Stine L
  TITLE     Polymyositis and dermatomyositis: novel insights into the pathogenesis and potential therapeutic targets.
  JOURNAL   Discov Med 19:463-70 (2015)

PMID:23758833 (autoantigen, description)
  AUTHORS   Rayavarapu S, Coley W, Kinder TB, Nagaraju K
  TITLE     Idiopathic inflammatory myopathies: pathogenic mechanisms of muscle weakness.
  JOURNAL   Skelet Muscle 3:13 (2013)
DOI:10.1186/2044-5040-3-13

PMID:25641317 (description)
  AUTHORS   Findlay AR, Goyal NA, Mozaffar T
  TITLE     An overview of polymyositis and dermatomyositis.
  JOURNAL   Muscle Nerve 51:638-56 (2015)
DOI:10.1002/mus.24566",MeSH,D017285,D003882,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H00379,"Mosquito-borne viral encephalitis, including:
Japanese encephalitis [DS:H01533];
Western equine encephalitis [DS:H01534];
Eastern equine encephalitis [DS:H01535];
Australian encephalitis [DS:H01536];
California encephalitis [DS:H01537]","Mosquito-borne viral encephalitis are infections of the central nervous system with brain involvement that are caused by several members of arboviruses. Japanese encephalitis virus, maintained in pigs, causes severe encephalitis in Asia with an estimated 50 000 cases each year. Its case fatality rate reaches 30%. Other viruses whose reservoirs are mainly birds cause encephalitis only a very low proportion of infected people and there is high proportion of asymptomatic infections.",Infectious disease,,"  Japanese encephalitis virus [GN:T40052] (Japanese encephalitis)
Western equine encephalitis virus [GN:T40053] (Western equine encephalitis)
Eastern equine encephalitis virus [GN:T40054] (Eastern equine encephalitis)
Murray Valley encephalitis virus [GN:T40055] (Murray Valley encephalitis / Australian encephalitis)
La Crosse virus [GN:T40056] (La Crosse encephalitis / California encephalitis)",,,,Japanese encephalitis vaccine [DR:D05313],Vector: Culex spp. (mosquito),"ICD-10: A83
MeSH: D004670 D004672 D020242 D020241","PMID:21802875 (description, comment)
  AUTHORS   Stahl JP, Mailles A, Dacheux L, Morand P
  TITLE     Epidemiology of viral encephalitis in 2011.
  JOURNAL   Med Mal Infect 41:453-64 (2011)
DOI:10.1016/j.medmal.2011.05.015

PMID:22084515 (description)
  AUTHORS   Campbell GL, Hills SL, Fischer M, Jacobson JA, Hoke CH, Hombach JM, Marfin AA, Solomon T, Tsai TF, Tsu VD, Ginsburg AS
  TITLE     Estimated global incidence of Japanese encephalitis: a systematic review.
  JOURNAL   Bull World Health Organ 89:766-74, 774A-774E (2011)
DOI:10.2471/BLT.10.085233

PMID:22432670 (description)
  AUTHORS   Knox J, Cowan RU, Doyle JS, Ligtermoet MK, Archer JS, Burrow JN, Tong SY, Currie BJ, Mackenzie JS, Smith DW, Catton M, Moran RJ, Aboltins CA, Richards JS
  TITLE     Murray Valley encephalitis: a review of clinical features, diagnosis and treatment.
  JOURNAL   Med J Aust 196:322-6 (2012)
DOI:10.5694/mja11.11026",MeSH,D004670,D004672,D020242,D020241,,,,,,,,,,,,,,,,,,,,,,,,,,
H00382,"Mosquito-borne viral fevers, including:
Chikungunya fever;
O'nyong-nyong fever;
Venezuelan equine fever;
West Nile fever;
Rift Valley fever","Mosquito-borne viral fevers are a group of disorders caused by several members of arboviruses, most of them being maintained in an enzootic cycle between mosquitoes and birds. Humans are infected incidentally when bitten by mosquitoes. These viruses infect the central nervous system and can cause severe disease.",Infectious disease,,"  Chikungunya virus [GN:T40026] (Chikungunya fever)
O'nyong-nyong virus [GN:T40027] (O'nyong-nyong fever)
Venezuelan equine encephalitis virus [GN:T40028] (Venezuelan equine fever)
West Nile virus [GN:T40029] (West Nile fever)
Rift Valley fever virus [GN:T40030] (Rift Valley fever)
Bunyamwera virus [GN:T40031] (Bunyamwera virus fever)
Mayaro virus [GN:T40032] (Mayaro fever)",,,,,,"ICD-10: A92
MeSH: C535923 D004685 D014901 D012295
MedlinePlus: 007186","PMID:10436876 (description)
  AUTHORS   Lundstrom JO
  TITLE     Mosquito-borne viruses in western Europe: a review.
  JOURNAL   J Vector Ecol 24:1-39 (1999)

PMID:19857523 (description)
  AUTHORS   Weaver SC, Reisen WK
  TITLE     Present and future arboviral threats.
  JOURNAL   Antiviral Res 85:328-45 (2010)
DOI:10.1016/j.antiviral.2009.10.008

PMID:19663604 (description)
  AUTHORS   Staples JE, Breiman RF, Powers AM
  TITLE     Chikungunya fever: an epidemiological review of a re-emerging infectious disease.
  JOURNAL   Clin Infect Dis 49:942-8 (2009)
DOI:10.1086/605496

PMID:14651460 (description)
  AUTHORS   Weaver SC, Ferro C, Barrera R, Boshell J, Navarro JC
  TITLE     Venezuelan equine encephalitis.
  JOURNAL   Annu Rev Entomol 49:141-74 (2004)
DOI:10.1146/annurev.ento.49.061802.123422

PMID:21994755 (description)
  AUTHORS   Lim SM, Koraka P, Osterhaus AD, Martina BE
  TITLE     West Nile virus: immunity and pathogenesis.
  JOURNAL   Viruses 3:811-28 (2011)
DOI:10.3390/v3060811

PMID:21450816
  AUTHORS   Boshra H, Lorenzo G, Busquets N, Brun A
  TITLE     Rift valley fever: recent insights into pathogenesis and prevention.
  JOURNAL   J Virol 85:6098-105 (2011)
DOI:10.1128/JVI.02641-10",MeSH,C535923,D004685,D014901,D012295,,,,,,,,,,,,,,,,,,,,,,,,,,
H01414,Hafnia alvei infection,"The genus Hafnia, a member of the family Enterobacteriaceae, is occasionally implicated in both intestinal and extraintestinal infections in humans. Hafnia alvei is a facultative anaerobic opportunistic pathogen that is also known to play a role in microbial food spoilage. This species has been isolated from a wide range of nosocomial infections, including septicaemia, as well as respiratory, enteric, and urinary tract infections.",Infectious disease,,  Hafnia alvei [GN:hav],,,,,,"ICD-10: A41
MeSH: D018805 D004756","PMID:25075225 (description)
  AUTHORS   Tan JY, Yin WF, Chan KG
  TITLE     Gene clusters of Hafnia alvei strain FB1 important in survival and pathogenesis: a draft genome perspective.
  JOURNAL   Gut Pathog 6:29 (2014)
DOI:10.1186/1757-4749-6-29

PMID:16418520 (description)
  AUTHORS   Janda JM, Abbott SL
  TITLE     The genus Hafnia: from soup to nuts.
  JOURNAL   Clin Microbiol Rev 19:12-8 (2006)
DOI:10.1128/CMR.19.1.12-28.2006",MeSH,D018805,D004756,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H00369,"Exanthema subitum;
Roseolovirus infection;
Roseola;
Pityriasis rosea","Human herpesvirus 6 (HHV-6) and human herpesvirus 7 (HHV-7) are members of beta-herpesvirus that are prevalent in the human population. Like all herpesviruses, HHV-6 and HHV-7 establish latency in the host following primary infection. Primary infection with HHV-6 can either be asymptomatic, cause roseola with high fever and rash, or be associated with an undifferentiated short febrile illness without rash. Primary infection with HHV-7 is milder and most often asymptomatic, although some cases of roseola-like illness have been linked to it.",Infectious disease,,"  Human herpesvirus 6B [GN:T40075]
Human herpesvirus 7 [GN:T40076]",,,,Patients with active HHV-6 replication and roseola should not be treated with antiherpesviral therapy because the drugs have little antiherpesviral activity against HHV-6 and HHV-7.,,"ICD-10: B08.2
MeSH: D019349 D005077
MedlinePlus: 000968","PMID:21120721 (description)
  AUTHORS   Prober CG
  TITLE     Human herpesvirus 6.
  JOURNAL   Adv Exp Med Biol 697:87-90 (2011)
DOI:10.1007/978-1-4419-7185-2_7

PMID:17802896 (description, env_factor)
  AUTHORS   Caselli E, Di Luca D
  TITLE     Molecular biology and clinical associations of Roseoloviruses human herpesvirus 6 and human herpesvirus 7.
  JOURNAL   New Microbiol 30:173-87 (2007)

PMID:10698157 (description, env_factor)
  AUTHORS   Kosuge H
  TITLE     HHV-6, 7 and their related diseases.
  JOURNAL   J Dermatol Sci 22:205-12 (2000)
DOI:10.1016/S0923-1811(99)00086-9

PMID:11924827 (description, drug)
  AUTHORS   Blauvelt A
  TITLE     Skin diseases associated with human herpesvirus 6, 7, and 8 infection.
  JOURNAL   J Investig Dermatol Symp Proc 6:197-202 (2001)
DOI:10.1046/j.0022-202x.2001.00040.x",MeSH,D019349,D005077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H01864,Excessive secretion of growth hormone,"Excessive secretion of growth hormone (GH) causes acromegaly (H01483) and pituitary gigantism (H01618). They have the same pathogenetic mechanism, but differ regarding the age of onset. Gigantism occurs much earlier in life when the skeleton still has the potential to grow, a developmental phase now known as prepubertal. Although most cases occur as a result of a sporadic GH-secreting pituitary adenoma, they can occur in a familial setting.",Endocrine disease,"AIP [HSA:9049] [KO:K17767]
GPR101 [HSA:83550] [KO:K08423]",,,,Increased circulating GH and IGF-I levels,,See also H01483 Acromegaly and H01618 Pituitary gigantism.,"ICD-10: E22.0
MeSH: D000172 D005877
OMIM: 102200 300943","PMID:22584702
  AUTHORS   Herder WW
  TITLE     Familial gigantism.
  JOURNAL   Clinics (Sao Paulo) 67 Suppl 1:29-32 (2012)
DOI:10.6061/clinics/2012(Sup01)06

PMID:25470569 (gene)
  AUTHORS   Trivellin G, Daly AF, Faucz FR, Yuan B, Rostomyan L, Larco DO, Schernthaner-Reiter MH, Szarek E, Leal LF, Caberg JH, Castermans E, Villa C, Dimopoulos A, Chittiboina P, Xekouki P, Shah N, Metzger D, Lysy PA, Ferrante E, Strebkova N, Mazerkina N, Zatelli MC, Lodish M, Horvath A, de Alexandre RB, Manning AD, Levy I, Keil MF, Sierra Mde L, Palmeira L, Coppieters W, Georges M, Naves LA, Jamar M, Bours V, Wu TJ, Choong CS, Bertherat J, Chanson P, Kamenicky P, Farrell WE, Barlier A, Quezado M, Bjelobaba I, Stojilkovic SS, Wess J, Costanzi S, Liu P, Lupski JR, Beckers A, Stratakis CA
  TITLE     Gigantism and acromegaly due to Xq26 microduplications and GPR101 mutation.
  JOURNAL   N Engl J Med 371:2363-74 (2014)
DOI:10.1056/NEJMoa1408028

PMID:16728643 (gene)
  AUTHORS   Vierimaa O, Georgitsi M, Lehtonen R, Vahteristo P, Kokko A, Raitila A, Tuppurainen K, Ebeling TM, Salmela PI, Paschke R, Gundogdu S, De Menis E, Makinen MJ, Launonen V, Karhu A, Aaltonen LA
  TITLE     Pituitary adenoma predisposition caused by germline mutations in the AIP gene.
  JOURNAL   Science 312:1228-30 (2006)
DOI:10.1126/science.1126100",MeSH,D000172,D005877,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H00607,"46,XY disorders of sex development (Disorders of gonadal development), including:
Gonadal agenesis;
Complete and partial gonadal dysgenesis;
Testis regression;
Ovotesticular DSD","46,XY disorders of sex development (46,XY DSD) caused by impaired gonadal development includes gonadal agenesis, gonadal dysgenesis, testicular regression, and ovotesticular DSD. Absence of testicular determination results in gonadal agenesis/complete dysgenesis characterized by female external and internal genitalia but fail to develop secondary sexual characteristics, whereas incomplete testicular determination cause partial dysgenesis which show ambiguous genitalia. Testicular regression is part of the clinical spectrum of partial 46,XY gonadal dysgenesis. These forms of 46,XY DSD have been associated with mutations in several genes, and chromosome mosaicism is now recognized as one of the cause.",Reproductive system disease,"SRY (inactivating mutation) [HSA:6736] [KO:K09266]
DHH (inactivating mutation) [HSA:50846] [KO:K11990]
SF1 (inactivating mutation) [HSA:2516] [KO:K08560]
WT1 [HSA:7490] [KO:K09234]
WNT4 (duplication) [HSA:54361] [KO:K00408]
ATRX (inactivating mutation) [HSA:546] [KO:K10779]
DAX1 (duplication) [HSA:190] [KO:K08562]
SOX9 (inactivating mutation) [HSA:6662] [KO:K18435]
DMRT1 (deletion) [HSA:1761] [KO:K19488]
CBX2 (inactivating mutation) [HSA:84733] [KO:K11451]
TSPYL1 (inactivating mutation) [HSA:7258] [KO:K11284]
AKR1C2 (inactivating mutation) [HSA:1646] [KO:K00089]
AKR1C4 (inactivating mutation) [HSA:1109] [KO:K00037]
ZFPM2 (inactivating mutation) [HSA:23414] [KO:K17442]
MAP3K1 (inactivating mutation) [HSA:4214] [KO:K04416]",,,,,,,"ICD-10: Q97.3 Q87.8 D56.0
MeSH: D006061 D006059
OMIM: 400044 233420 607080 612965 136680 194080 194072 301040 300018 114290 154230 613080 608800 614279 616067 613762","PMID:18279784 (description, gene)
  AUTHORS   Hughes IA
  TITLE     Disorders of sex development: a new definition and classification.
  JOURNAL   Best Pract Res Clin Endocrinol Metab 22:119-34 (2008)
DOI:10.1016/j.beem.2007.11.001

PMID:18811725 (description, gene)
  AUTHORS   Mendonca BB, Domenice S, Arnhold IJ, Costa EM
  TITLE     46,XY disorders of sex development (DSD).
  JOURNAL   Clin Endocrinol (Oxf) 70:173-87 (2009)
DOI:10.1111/j.1365-2265.2008.03392.x

PMID:20301714 (description, gene)
  AUTHORS   Ostrer H
  TITLE     46,XY Disorder of Sex Development and 46,XY Complete Gonadal Dysgenesis
  JOURNAL   GeneReviews (1993)

PMID:21397195 (description, gene)
  AUTHORS   Rey RA, Grinspon RP
  TITLE     Normal male sexual differentiation and aetiology of disorders of sex development.
  JOURNAL   Best Pract Res Clin Endocrinol Metab 25:221-38 (2011)
DOI:10.1016/j.beem.2010.08.013

PMID:9890065 (description)
  AUTHORS   Berkovitz GD, Seeherunvong T
  TITLE     Abnormalities of gonadal differentiation.
  JOURNAL   Baillieres Clin Endocrinol Metab 12:133-42 (1998)

PMID:16327292 (description)
  AUTHORS   Frimberger D, Gearhart JP
  TITLE     Ambiguous genitalia and intersex.
  JOURNAL   Urol Int 75:291-7 (2005)
DOI:10.1159/000089160

PMID:21802064 (gene)
  AUTHORS   Fluck CE, Meyer-Boni M, Pandey AV, Kempna P, Miller WL, Schoenle EJ, Biason-Lauber A
  TITLE     Why boys will be boys: two pathways of fetal testicular androgen biosynthesis are needed for male sexual differentiation.
  JOURNAL   Am J Hum Genet 89:201-18 (2011)
DOI:10.1016/j.ajhg.2011.06.009

PMID:24549039 (gene)
  AUTHORS   Bashamboo A, Brauner R, Bignon-Topalovic J, Lortat-Jacob S, Karageorgou V, Lourenco D, Guffanti A, McElreavey K
  TITLE     Mutations in the FOG2/ZFPM2 gene are associated with anomalies of human testis determination.
  JOURNAL   Hum Mol Genet 23:3657-65 (2014)
DOI:10.1093/hmg/ddu074

PMID:28504475 (gene)
  AUTHORS   Granados A, Alaniz VI, Mohnach L, Barseghyan H, Vilain E, Ostrer H, Quint EH, Chen M, Keegan CE
  TITLE     MAP3K1-related gonadal dysgenesis: Six new cases and review of the literature.
  JOURNAL   Am J Med Genet C Semin Med Genet 175:253-259 (2017)
DOI:10.1002/ajmg.c.31559",MeSH,D006061,D006059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H00366,"Varicella;
Chickenpox;
Herpes zoster;
Shingles","Varicella-zoster virus (human herpesvirus 3) is an almost inevitable human pathogen that has a double-stranded linear DNA genome. Primary infection usually causes varicella (chickenpox) in children, after which the virus establishes latency in sensory neurons. Subsequent reactivation causes herpes zoster (shingles) in adults. Infiltration of the viral vesicles with inflammatory cells leads to pustule formation, which is followed by ulceration and encrustation in both diseases.",Infectious disease,,  Human herpesvirus 3 [GN:T40078],,,,"Valacyclovir [DG:DG00647]
Acyclovir [DG:DG00406]
Penciclovir [DG:DG00408]
Famciclovir [DR:D00317]
Ganciclovir [DG:DG00646]
Cidofovir [DR:D00273]
Foscarnet [DG:DG00651]
Freeze-dried live attenuated varicella vaccine [DR:D08777]",,"ICD-10: B01 B02
MeSH: D002644 D006562
MedlinePlus: 001592","PMID:21970493 (description, env_factor)
  AUTHORS   Chisholm C, Lopez L
  TITLE     Cutaneous infections caused by Herpesviridae: a review.
  JOURNAL   Arch Pathol Lab Med 135:1357-62 (2011)
DOI:10.5858/arpa.2010-0156-RS

PMID:16098235 (description, drug)
  AUTHORS   Quinlivan M, Breuer J
  TITLE     Molecular and therapeutic aspects of varicella-zoster virus infection.
  JOURNAL   Expert Rev Mol Med 7:1-24 (2005)
DOI:10.1017/S146239940500966X

PMID:9514102 (description, drug)
  AUTHORS   Harper DR, Gilbert RL, Jeffries DJ
  TITLE     Molecular biology of varicella-zoster virus. A review prepared for the UK Advisory Group on Chickenpox.
  JOURNAL   J Infect 36 Suppl 1:1-10 (1998)
DOI:10.1016/S0163-4453(98)80149-7

PMID:21342215 (description)
  AUTHORS   Gilden D, Mahalingam R, Nagel MA, Pugazhenthi S, Cohrs RJ
  TITLE     Review: The neurobiology of varicella zoster virus infection.
  JOURNAL   Neuropathol Appl Neurobiol 37:441-63 (2011)
DOI:10.1111/j.1365-2990.2011.01167.x",MeSH,D002644,D006562,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H01860,Abnormal pituitary gonadotropin secretion,"There are two pituitary gonadotropins, luteinizing hormone (LH) and follicle-stimulating hormone (FSH). Their general biological roles are the stimulation of testicular and ovarian functions via the regulation of gametogenesis and steroid hormone synthesis in the gonads. Synthesis and release of FSH is triggered by the arrival of gonadotropin-releasing hormone (GnRH) from the hypothalamus. LH is synthesized similarly within the pituitary gland, requiring the same stimulus as FSH, the GnRH from the hypothalamus. Both hypothalamic abnormalities and intrinsic pituitary abnormalities can cause an abnormal FSH/LH response to GnRH. Hypersecretion of gonadotropins are often associated with pituitary adenomas (H01102) and central precocious puberty (H00937). Hyposecretion of gonadotropins (H00255, H01700) in premenopausal women leads to absent menstrual cycles, infertility, vaginal dryness, and loss of some female characteristics. In men, this deficiency leads to impotence, atrophy of the testes, decreased sperm production, infertility, and loss of some male characteristics.",Endocrine disease,,,,,,,"See also H01102 Pituitary adenomas, H00937 Precocious puberty, H00255 Hypogonadotropic hypogonadism, and H01700 Hypopituitarism.","ICD-10: E23.0
MeSH: D006964 D007018
OMIM: 613038","PMID:6267989
  AUTHORS   Pierce JG, Parsons TF
  TITLE     Glycoprotein hormones: structure and function.
  JOURNAL   Annu Rev Biochem 50:465-95 (1981)
DOI:10.1146/annurev.bi.50.070181.002341

PMID:15684903
  AUTHORS   Hanberg A
  TITLE     Common disorders of the pituitary gland: hyposecretion versus hypersecretion.
  JOURNAL   J Infus Nurs 28:36-44 (2005)

PMID:24722134
  AUTHORS   Ceccato F, Occhi G, Regazzo D, Randi ML, Cecchin D, Gardiman MP, Manara R, Lombardi G, Denaro L, Mantero F, Scaroni C
  TITLE     Gonadotropin secreting pituitary adenoma associated with erythrocytosis: case report and literature review.
  JOURNAL   Hormones (Athens) 13:131-9 (2014)",MeSH,D006964,D007018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H01683,Disorders of antidiuretic hormone (ADH) secretion,"Water imbalance is common among the critically ill. The excessive increases or decreases in body water can be lethal. There are numerous pathologic and iatrogenic causes for water imbalance, the most troublesome being disorders of antidiuretic hormone (ADH) secretion. ADH is also known as arginine vasopressin (AVP). The prime determinant of free water excretion is the regulation of urinary flow by circulating levels of arginine vasopressin (AVP) in plasma. Disorders of water metabolism can be divided into hyperosmolar disorders, in which there is a deficiency of body water relative to body solute, and hypo-osmolar disorders, in which there is an excess of body water relative to body solute. The classical hyperosmolar disorder is diabetes insipidus (DI), and the classical hypo-osmolar disorder is the syndrome of inappropriate antidiuretic hormone secretion (SIADH). DI can result from either inadequate AVP secretion (central or neurogenic DI) or inadequate renal response to AVP (nephrogenic DI). On the other hand, the dilutional hyponatraemia of SIADH develops due to persistent detectable or elevated plasma AVP concentrations.",Endocrine disease,,,,,,,"See also H00253 Neurohypophyseal diabetes insipidus (NPDI), and H01682 Syndrome of inappropriate secretion of antidiuretic hormone (SIADH).","ICD-10: E22 E23
MeSH: D003919 D007177","PMID:14687585
  AUTHORS   Verbalis JG
  TITLE     Disorders of body water homeostasis.
  JOURNAL   Best Pract Res Clin Endocrinol Metab 17:471-503 (2003)
DOI:10.1016/S1521-690X(03)00049-6

PMID:1576035
  AUTHORS   Batcheller J
  TITLE     Disorders of antidiuretic hormone secretion.
  JOURNAL   AACN Clin Issues Crit Care Nurs 3:370-8 (1992)",MeSH,D003919,D007177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
